PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 Population Source Population_gp category color cat_gp group
0.0720437 0.147747 -0.0206788 -0.0240169 -0.00339834 0.0646898 -0.00225823 -0.00373551 -9.93564e-05 -0.00139537 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0746947 0.14917 -0.0186851 -0.0235858 -0.00190813 0.0506468 -0.00242265 -0.00232288 -0.000124831 -0.000216288 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0743358 0.147547 -0.0216331 -0.0226811 -0.00539959 0.0673426 -0.000583529 -0.0016258 -0.00198796 -0.00351047 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0731475 0.146962 -0.0222429 -0.0201357 -0.00280372 0.0663822 -0.00176075 -0.00230236 0.00129846 -0.00297998 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0725941 0.148582 -0.0225691 -0.0217159 -0.00449976 0.0677577 -0.00250919 -0.00377498 0.00140315 -0.00129841 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.071625 0.147569 -0.0197901 -0.0219061 -0.00453295 0.0705114 0.00152264 -0.00286725 -0.00153355 -0.00327666 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0739083 0.145928 -0.0205258 -0.0216114 -0.0024658 0.0645706 -0.00302322 -0.00419051 4.99367e-05 -0.000600958 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0748067 0.146921 -0.0222347 -0.0220652 -0.00577395 0.0681624 0.000111869 -0.00369742 -0.00139153 -0.00303584 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0743607 0.150176 -0.021224 -0.0228158 -0.00496213 0.067949 -0.000398997 -0.0043609 0.000695506 -0.00206537 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0724862 0.14866 -0.0217978 -0.0212648 -0.00508643 0.0594075 -0.00143254 -0.0042207 0.000580266 0.00130948 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0745514 0.147055 -0.0221414 -0.0206329 -0.00195003 0.0629177 -0.000646838 -0.00339314 0.000202204 -0.00207927 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0755117 0.147929 -0.0222057 -0.020026 -0.00440952 0.0634666 -0.000142068 -0.00513505 -0.0011151 0.00212949 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0749179 0.150531 -0.0218114 -0.0248128 -0.00160252 0.0500243 -0.00287196 -0.00410606 -0.000122321 -0.000729077 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0713414 0.147641 -0.0191202 -0.022564 -0.00526366 0.0683861 -0.00203663 -0.00402872 -0.000936819 -0.00308295 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0736319 0.148505 -0.0209334 -0.0198713 -0.00199296 0.0710253 0.000428156 -0.00177612 0.000576275 -0.000362797 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0724741 0.146578 -0.0200769 -0.0234154 -0.00459779 0.0628431 -0.00233526 -0.00295991 0.000895082 -0.00382679 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0721475 0.148486 -0.0198759 -0.0226444 -0.00319179 0.0623152 -0.00174292 -0.00074281 0.000765771 0.00103667 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0738231 0.15005 -0.0233634 -0.0213816 -0.00527807 0.0655708 0.000242248 -0.00381216 -0.00160307 0.000760179 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0733224 0.14817 -0.0194236 -0.0220557 -0.0043336 0.0646337 -0.00100744 -0.00390782 0.000594637 -0.00170497 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.072702 0.147864 -0.02181 -0.0242601 -0.00711405 0.0645197 -0.00231093 -0.00231927 -0.000648408 -0.000981756 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0721395 0.147174 -0.0208483 -0.0221917 -0.00271566 0.0654088 -0.0010314 -0.00472759 -0.00024151 -0.000830113 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0747241 0.147667 -0.0247199 -0.0212703 -0.00502872 0.0616019 -0.00197214 -0.000189404 0.000952412 -5.58387e-05 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0727504 0.148201 -0.0218157 -0.0215109 -0.00418574 0.0712667 -0.00121249 -0.0039212 -0.000276379 -0.00151153 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0750838 0.147672 -0.0219621 -0.0190904 -0.00366382 0.0718339 -0.000442037 -0.00328074 0.0038984 -0.0016113 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0737992 0.148235 -0.0203716 -0.0210028 -0.00503857 0.0701416 0.000630694 -0.00414641 -7.91119e-05 0.0013875 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0736798 0.14783 -0.0190124 -0.0206974 -0.0031683 0.0651101 -0.00103485 -0.00411066 -0.00114595 -0.000611231 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0734274 0.149767 -0.0227427 -0.0211054 -0.00288552 0.0653978 0.000181314 -0.00576775 -0.000234284 0.000168958 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0729453 0.147519 -0.0226585 -0.0231241 -0.00374649 0.0639462 -0.000156816 -0.00262536 -0.0010946 -0.00162122 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0725579 0.146802 -0.02295 -0.0212019 -0.00432815 0.0653686 -0.000475774 -0.00332648 0.00152515 -0.000626817 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0758491 0.146739 -0.0230423 -0.0224656 -0.00513807 0.0654158 -0.00239736 -0.00178141 0.00114059 -0.000914145 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0741416 0.148713 -0.0223052 -0.0232921 -0.00242461 0.0613868 -0.000851126 -0.00422607 -0.002236 -7.98855e-05 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0744695 0.146848 -0.021342 -0.0226062 -0.0053125 0.0661112 -0.00166719 -0.00497201 -0.00110923 -0.00245245 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0746698 0.151662 -0.020353 -0.0243893 -0.00169847 0.0456816 -0.000728699 -0.00233904 -0.000397337 -0.000869654 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0731264 0.147553 -0.0226623 -0.0209668 -0.00431492 0.0616853 -0.000351822 -0.0036763 -0.000100261 -0.000147086 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0717529 0.146908 -0.0193589 -0.022213 -0.00570612 0.0680567 -0.00238764 -0.0029005 -0.00053831 -5.35894e-05 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0738894 0.149381 -0.0213525 -0.0246546 -0.00391817 0.0609655 -0.000292371 -0.00355239 -0.0014343 0.000504552 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0739336 0.146908 -0.0216016 -0.0218805 -0.00336848 0.0580311 -0.00274328 -0.00336471 -0.00221114 -0.0002944 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0745164 0.148084 -0.0188882 -0.0226019 -0.00422942 0.0655553 0.000477651 -0.00507322 0.002076 -0.00186256 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0735363 0.145223 -0.0204729 -0.0214209 -0.00347936 0.0609262 0.000308441 -0.00325685 0.00124979 -0.00209693 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0719151 0.146413 -0.0233084 -0.0186657 -0.00518118 0.0725127 -0.00181581 -0.00242746 0.000246405 -0.001116 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0718755 0.144753 -0.0182342 -0.0237742 -0.00325895 0.0719239 -0.00211259 -0.00248591 0.000776537 0.000355544 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0743621 0.147855 -0.0214523 -0.0225718 -0.00405812 0.0627443 -0.00127196 -0.000905027 0.0022424 -0.00371965 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0716522 0.14792 -0.0226343 -0.0232707 -0.00300863 0.0643207 -0.00166973 -0.0035722 -0.000403324 -0.0025917 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0743458 0.146425 -0.0210612 -0.0206244 -0.00208786 0.0626098 0.00165995 -0.00327691 0.000181508 -0.00244736 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0721178 0.147159 -0.0196737 -0.0220239 -0.0048778 0.0651302 -0.00261008 -0.00361863 -0.00110024 -0.000563871 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0737497 0.146602 -0.0201637 -0.0189483 -0.00379836 0.0665382 -0.00294655 -0.00477068 0.000715289 -0.00156835 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0728158 0.149239 -0.0206438 -0.0218235 -0.00284245 0.0648997 -0.00125769 -0.00322829 -0.000855831 0.000484639 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0733987 0.147293 -0.023017 -0.021243 -0.00339823 0.0670288 2.51011e-05 -0.00383911 0.00189279 -0.00101092 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0740226 0.146509 -0.0194534 -0.0229108 -0.00254683 0.0701082 0.000442407 -0.002558 0.00163189 -0.0012225 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.073887 0.146477 -0.0228666 -0.0212137 -0.0027868 0.0653611 -0.00120635 -0.00403221 0.00305017 -0.00115947 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0741093 0.149074 -0.0210968 -0.0228144 -0.00403533 0.0687035 0.000267267 -0.00413746 -0.000989327 0.000386148 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0751834 0.147201 -0.0212226 -0.0235913 -0.00354904 0.0622212 -8.18717e-05 -0.00218142 0.000460688 0.000663406 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.073809 0.14838 -0.0195953 -0.0226833 -0.00390283 0.0657143 -0.000835786 -0.00321064 0.000160463 0.000253929 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0715354 0.147237 -0.0198624 -0.0218562 -0.00312388 0.0715062 -5.82248e-05 -0.00284037 0.0022453 -0.00104327 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0739155 0.147883 -0.0215143 -0.0213911 -0.00250465 0.0625248 0.000168361 -0.00444342 0.00172637 -0.00180781 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0731119 0.14743 -0.0221799 -0.0192952 -0.0043437 0.0675712 -0.000308148 -0.00303409 0.00227091 -0.000530286 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0730326 0.147184 -0.0215879 -0.0227027 -0.00381363 0.0648673 -0.00442788 -0.00490547 -0.000211724 -0.00137358 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0740965 0.146151 -0.0178997 -0.0234059 -0.0024952 0.0659639 -0.000349657 -0.0029115 -0.000462961 0.000760205 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0727886 0.148819 -0.0232098 -0.0205974 -0.00450732 0.0673793 0.000275763 -0.00334766 0.00245804 -0.000652364 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0747806 0.148249 -0.021823 -0.0192562 -0.00267244 0.069793 -0.00135591 -0.00448851 -0.00219181 -0.00212829 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0737414 0.148148 -0.0201882 -0.024994 -0.00412613 0.0603016 0.000749158 -0.0051472 0.000945555 -0.00317457 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0738694 0.147444 -0.0230314 -0.023236 -0.00448847 0.0694454 -0.00135505 -0.0040671 0.000212139 -0.000532874 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0745934 0.146817 -0.0216285 -0.0220558 -0.00520815 0.0635614 -4.57937e-05 -0.00275777 0.00104223 0.00053541 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0748319 0.147609 -0.0223672 -0.0213737 -0.00256978 0.0624758 -0.00193263 -0.0060942 -0.000771278 -5.15608e-05 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0741752 0.147513 -0.0210788 -0.0217842 -0.00430412 0.0667843 0.000360013 -0.00482505 -2.41177e-05 -0.000670439 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0729306 0.147304 -0.0215126 -0.0214962 -0.00635136 0.0679898 -0.00158533 -0.00291628 0.000284627 -0.000484488 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.074613 0.147013 -0.0202591 -0.0203453 -0.00451605 0.067071 0.000393527 -0.00425883 -9.48871e-05 -8.45377e-05 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
-0.194723 0.00427891 -0.00214449 -0.00280079 0.00231074 -0.000429087 -0.0553991 0.00854547 0.037844 0.00285334 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.189775 0.00365636 -0.000908144 -0.00115312 0.00260754 -0.000270726 -0.0558392 0.0121136 0.0454863 0.00653916 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.189397 0.00306504 -0.000584554 -0.00355117 0.00129947 0.0006069 -0.0550459 0.010093 0.0434553 0.00642052 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.194781 0.00405224 -0.00190672 -0.00131347 0.00166237 -0.00260504 -0.0519244 0.00836867 0.0312517 0.0040131 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.19081 0.00264061 -0.000195404 0.000468723 0.001775 -0.000855599 -0.0526444 0.0081779 0.0386771 0.00612224 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.190564 0.00462391 -0.00203541 -0.0020061 0.00314573 -0.00050799 -0.0618864 0.0110372 0.045296 0.00610352 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.192349 0.00266975 0.000458598 -0.0033678 0.00219602 -0.00181787 -0.0561213 0.00965145 0.0465928 0.00577136 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.183769 0.00127607 0.000896257 -0.0018537 0.00440222 0.00328807 -0.0632723 0.012317 0.0466876 0.0058731 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.186108 0.000967809 -0.00150289 -0.0013291 9.12566e-05 0.000852653 -0.0597971 0.011625 0.0458608 0.00894545 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.192047 0.00429734 -0.000443286 -0.00150925 0.00136772 -0.00286526 -0.0518069 0.0105501 0.0419183 0.00555576 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.188092 0.00167736 0.000661071 -0.00127837 0.00464289 0.0016953 -0.0567418 0.0118369 0.0405678 0.00622991 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.19126 0.00180393 -0.000705917 -0.000923017 0.0023941 0.00116699 -0.0547509 0.0112253 0.0400967 0.00369694 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.192187 0.0035345 -0.00162853 -0.00329812 0.00201889 -0.000496949 -0.0503579 0.00818277 0.0371576 0.00445657 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.190516 0.00252538 0.000116922 -0.00163753 0.00162518 0.00147902 -0.0650432 0.00942159 0.0467 0.00675138 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.192478 0.00210687 -0.00095653 -0.00190425 0.000766551 -1.36492e-05 -0.0572209 0.0104598 0.0412474 0.00454006 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.190981 0.00246442 -0.00254464 -0.00153775 0.00151293 -0.00200872 -0.0546842 0.0104428 0.0384801 0.00578859 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.185807 0.000202392 -0.00127026 -0.00323528 0.00535361 0.00396026 -0.0651686 0.0150104 0.0518781 0.00468023 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.189562 0.00142673 0.00124073 -0.00260434 0.00209173 -0.00250919 -0.0532319 0.0121977 0.0412684 0.00473993 LWK 1000G AFR 1000G 1 1000G 1000G_nonEUR
0.0743896 0.147505 -0.0229094 -0.0200176 -0.00400619 0.0645072 -0.00273589 -0.00340599 -5.66037e-05 -0.00388986 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0750908 0.14812 -0.0204386 -0.0186371 -0.00684932 0.0689841 0.000400973 -0.00326235 0.00410374 -0.000585087 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0730193 0.144854 -0.0185341 -0.022938 -0.00480927 0.0714505 0.00041648 -0.00428734 0.00194215 -0.00354062 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0750101 0.146879 -0.0203742 -0.0219231 -0.00337896 0.0633597 -0.00126118 -0.00488052 0.0017019 -0.000368404 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0728308 0.148684 -0.022773 -0.0223102 -0.00350045 0.0646661 0.000848623 -0.00345985 -0.000854604 -0.00130454 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0748845 0.146464 -0.0208542 -0.0218991 -0.00298395 0.0652466 0.00103393 -0.00442832 -0.000866368 0.000366773 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0722033 0.147731 -0.0221476 -0.0206166 -0.00395621 0.0635728 -0.00304349 -0.00391888 -0.00281973 -0.000464736 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0733962 0.14791 -0.0223465 -0.0216214 -0.00266017 0.0629862 -0.00156303 -0.00385662 -0.000635017 -0.00217912 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0731561 0.148279 -0.0207479 -0.0215267 -0.00301747 0.0670055 -0.000534955 -0.00391673 0.0034156 -0.00120255 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0735843 0.149411 -0.0204303 -0.0224999 -0.00443258 0.0599866 -0.000607806 -0.00482815 -0.000381028 -0.00102906 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0739466 0.146778 -0.023525 -0.023738 -0.0037302 0.0687401 -0.0018431 -0.000823964 0.00261448 -0.000240685 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0739943 0.147626 -0.0225558 -0.0200809 -0.00297026 0.0654091 0.000947748 -0.00236578 0.00161369 -0.00294911 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0736646 0.149715 -0.0210503 -0.0250882 -0.00517075 0.0617999 -0.00330565 -0.0047799 0.00250195 -0.000720467 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0758594 0.148204 -0.0241936 -0.020544 -0.00386846 0.0619007 -1.63609e-05 -0.00335868 0.00216974 -0.00150332 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0737541 0.146715 -0.0213023 -0.0212129 -0.00339406 0.0661939 3.94074e-05 -0.00458353 -0.000109538 -8.40467e-05 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0752384 0.148976 -0.0208831 -0.0240424 -0.00373393 0.0599018 -0.00291883 -0.00303716 0.00159526 -0.00126163 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0734955 0.148834 -0.0218941 -0.0191784 -0.0037217 0.0630612 -0.00178013 -0.00225637 -2.16196e-05 -0.00130918 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0748857 0.145442 -0.0231582 -0.0211376 -0.00345522 0.061167 -0.000436082 -0.00228069 0.00127246 -0.00104639 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.075574 0.145752 -0.0207961 -0.0236575 -0.00270688 0.0615128 -0.000584413 -0.00451259 0.000896265 -0.00281996 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.075621 0.148635 -0.0216388 -0.0225846 -0.00451827 0.0628327 -0.000927621 -0.00149766 0.00107283 -0.000965064 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0746202 0.147204 -0.0198865 -0.0227531 -0.00351754 0.0674342 -0.000168405 -0.00466952 0.000237889 0.00140933 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.072758 0.149485 -0.0216901 -0.0207373 -0.00326327 0.0645819 0.000625374 -0.00455626 0.00117176 -0.00387876 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0732788 0.150314 -0.0204688 -0.0231482 -0.00302604 0.060657 0.000414191 -0.0040987 -0.00300635 -0.0022882 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0735693 0.145258 -0.0211367 -0.0207567 -0.00277651 0.0694105 -0.00067746 -0.00215679 -0.00167378 -0.000902701 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.072649 0.148762 -0.0203784 -0.0239518 -0.0042979 0.0610294 -0.00249854 -0.00332105 -0.00120277 -0.00162667 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0731641 0.147191 -0.0215973 -0.0211481 -0.00416501 0.0685607 -0.000122556 -0.00408826 0.000864872 -0.000851798 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0755369 0.14859 -0.0238499 -0.0210892 -0.00428157 0.061895 -0.00130538 -0.00232779 0.00507277 -0.000978481 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0746079 0.1466 -0.0194987 -0.0184502 -0.00502264 0.0672251 0.0024946 -0.0044577 -0.000859858 -0.00240892 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.073603 0.147081 -0.0214556 -0.02284 -0.00419966 0.0652277 -0.000249378 -0.00412875 -0.00268081 -0.00163058 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0757567 0.148177 -0.0235132 -0.021676 -0.000864682 0.0624412 6.86251e-07 -0.00458914 -0.00331748 -0.00145883 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0744651 0.148929 -0.0224006 -0.0231101 -0.00530579 0.0668704 0.000908582 -0.00656782 0.000529081 -0.00261891 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0718258 0.14789 -0.0228778 -0.0207562 -0.00441001 0.0703411 8.98323e-05 -0.00343391 0.00136359 -0.00328069 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0729433 0.149869 -0.0195759 -0.0231043 -0.00158317 0.0605907 -0.000283146 -0.00547524 -0.000425246 -0.0011899 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0735154 0.147562 -0.0194542 -0.022784 -0.00383754 0.0645501 -0.000895669 -0.00222334 0.00229833 -0.00191479 JPT 1000G EAS 1000G 1 1000G 1000G_nonEUR
-0.20541 0.00478225 -0.00415697 -0.00212252 -0.00249952 0.00190341 -0.0081791 -0.00243074 -0.0233975 -0.00601685 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204489 0.00526509 -0.00134813 0.000245433 -0.00151387 -0.000837259 -0.00661849 -0.00278764 -0.0263641 -0.00851332 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207282 0.00472463 -0.00136895 -0.000154725 -0.00247354 -0.00137691 -0.00861894 -0.00415826 -0.0270506 -0.00431024 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204746 0.00661352 -0.00302349 0.00144226 -0.00236412 -0.000565738 -0.00866265 -0.00692403 -0.025838 -0.00252094 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20206 0.00314641 -0.00090525 0.0010762 -0.00300207 -0.000830439 -0.00729128 -0.00460152 -0.0285816 -0.00629049 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207175 0.00501086 -0.000354237 -0.0019337 -0.00122473 -0.00044331 -0.00717084 -0.00436823 -0.0238765 -0.00551327 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206585 0.00406435 -0.00224656 0.00132648 -0.00274488 0.000697704 -0.00854802 -0.00422497 -0.024823 -0.00235196 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.202612 0.00493691 -0.00248324 -0.000730493 -0.00282654 0.00181091 -0.0125116 -0.00307261 -0.0276605 -0.00813096 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205918 0.00385617 -0.00341906 -0.00145367 -0.00270374 0.000635091 -0.00665107 -0.00418188 -0.0223029 -0.00801829 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204234 0.00459331 -0.00233469 -0.000711166 -0.00243219 9.89501e-05 -0.00843026 -0.00532988 -0.0267047 -0.00505898 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204214 0.00508754 -0.00362174 -0.00133119 -0.00265706 -0.00138764 -0.00660394 -0.00678338 -0.0237724 -0.0053769 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205798 0.00664005 -0.00265907 -0.00211706 -0.00184733 -0.00032671 -0.00977466 -0.00622666 -0.0297665 -0.00479279 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206252 0.00536822 -0.000632225 -0.000800927 -0.00173929 -0.001635 -0.00883183 -0.00424652 -0.025396 -0.0046454 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.200215 0.00466602 -0.00347627 -0.00173586 -0.00105272 0.000420869 -0.00660593 -0.00284935 -0.0182822 -0.00244578 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206361 0.00421558 -0.00287955 -0.000452429 -0.001247 -0.00133816 -0.0127773 -0.00319505 -0.0258994 -0.00506661 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205835 0.0053045 -0.00399525 -0.00125408 -0.00239551 -0.00179764 -0.00679653 -0.0065873 -0.0263992 -0.004953 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.202765 0.00460298 -0.00216754 -0.000497736 -0.00266387 0.0009517 -0.00672436 -0.00511075 -0.0213496 -0.00373931 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203575 0.00736734 -0.0028915 -0.00185068 -0.00137996 -0.00099484 -0.00842442 -0.00458342 -0.0246522 -0.0047001 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205651 0.00639611 -0.00214546 -0.000155045 -0.00267003 0.00175417 -0.00906279 -0.00438452 -0.0238258 -0.0050251 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203377 0.00427864 -0.00208742 0.000242704 -0.00395217 -9.42266e-05 -0.00964239 -0.00464425 -0.0319161 -0.00710746 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207347 0.0042615 -0.0028354 -0.00041964 -0.00129055 0.00127364 -0.0106954 -0.00436439 -0.0258784 -0.00306592 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205003 0.00539494 -0.000675657 -0.000227453 -0.00222438 0.00114448 -0.00793733 -0.00515778 -0.0264109 -0.00515828 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206657 0.00419189 -0.00278951 0.000794055 -0.00171145 9.717e-05 -0.00638556 -0.00394782 -0.0280135 -0.00187062 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205523 0.00537427 -0.0028838 0.00143916 -0.00342895 -0.000273958 -0.0124915 -0.00334159 -0.0244211 -0.00288285 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207192 0.00702139 -0.00238268 -0.000333337 -0.00156589 -0.00181296 -0.0109264 -0.00558535 -0.025592 -0.00609431 YRI 1000G AFR 1000G 1 1000G 1000G_nonEUR
